Entity,Code,Year,Homicides - sex: Total - age: Total,World regions according to OWID
Ghana,GHA,2001,433,
Ghana,GHA,2002,401,
Ghana,GHA,2003,436,
Ghana,GHA,2004,452,
Ghana,GHA,2005,393,
Ghana,GHA,2006,412,
Ghana,GHA,2007,399,
Ghana,GHA,2008,430,
Ghana,GHA,2009,427,
Ghana,GHA,2010,422,
Ghana,GHA,2011,423,
Ghana,GHA,2012,560,
Ghana,GHA,2013,551,
Ghana,GHA,2014,543,
Ghana,GHA,2015,525,
Ghana,GHA,2016,549,
Ghana,GHA,2017,609,
Ghana,GHA,2018,500,
Ghana,GHA,2019,571,
Ghana,GHA,2020,555,
Ghana,GHA,2021,603,
Ghana,GHA,2022,607,
Ghana,GHA,2023,,Africa
Gibraltar,GIB,2009,0,
Gibraltar,GIB,2010,1,
Gibraltar,GIB,2024,0,
Gibraltar,GIB,2023,,Europe
Grand Duchy of Baden,,2023,,Europe
Grand Duchy of Tuscany,,2023,,Europe
Great Colombia,,2023,,South America
Greece,GRC,1990,104,
Greece,GRC,1991,138,
Greece,GRC,1992,137,
Greece,GRC,1993,150,
Greece,GRC,1994,133,
Greece,GRC,1995,151,
Greece,GRC,1996,169,
Greece,GRC,1997,203,
Greece,GRC,1998,176,
Greece,GRC,1999,155,
Greece,GRC,2001,132,
Greece,GRC,2002,94,
Greece,GRC,2004,111,
Greece,GRC,2005,132,
Greece,GRC,2006,110,
Greece,GRC,2007,130,
Greece,GRC,2008,144,
Greece,GRC,2009,152,
Greece,GRC,2010,176,
Greece,GRC,2011,184,
Greece,GRC,2012,166,
Greece,GRC,2013,153,
Greece,GRC,2014,107,
Greece,GRC,2015,93,
Greece,GRC,2016,84,
Greece,GRC,2017,86,
Greece,GRC,2018,99,
Greece,GRC,2019,78,
Greece,GRC,2020,78,
Greece,GRC,2021,89,
Greece,GRC,2022,117,
Greece,GRC,2023,86,Europe
Greenland,GRL,1992,13,
Greenland,GRL,1993,12,
Greenland,GRL,1994,6,
Greenland,GRL,1995,11,
Greenland,GRL,1996,3,
Greenland,GRL,1997,11,
Greenland,GRL,1998,6,
Greenland,GRL,1999,11,
Greenland,GRL,2000,13,
Greenland,GRL,2001,17,
Greenland,GRL,2002,12,
Greenland,GRL,2003,5,
Greenland,GRL,2004,11,
Greenland,GRL,2005,10,
Greenland,GRL,2006,8,
Greenland,GRL,2007,8,
Greenland,GRL,2008,8,
Greenland,GRL,2009,10,
Greenland,GRL,2010,11,
Greenland,GRL,2011,1,
Greenland,GRL,2012,8,
Greenland,GRL,2013,7,
Greenland,GRL,2014,4,
Greenland,GRL,2015,4,
Greenland,GRL,2016,3,
Greenland,GRL,2023,,North America
Grenada,GRD,2000,15,
Grenada,GRD,2001,6,
Grenada,GRD,2002,14,
Grenada,GRD,2003,9,
Grenada,GRD,2004,6,
Grenada,GRD,2005,11,
Grenada,GRD,2006,12,
Grenada,GRD,2007,11,
Grenada,GRD,2008,16,
Grenada,GRD,2009,7,
Grenada,GRD,2010,10,
Grenada,GRD,2011,4,
Grenada,GRD,2012,14,
Grenada,GRD,2013,6,
Grenada,GRD,2014,8,
Grenada,GRD,2015,6,
Grenada,GRD,2016,11,
Grenada,GRD,2017,12,
Grenada,GRD,2018,12,
Grenada,GRD,2019,16,
Grenada,GRD,2020,14,
Grenada,GRD,2021,5,
Grenada,GRD,2022,8,
Grenada,GRD,2023,16,North America
Guadeloupe,GLP,2004,26,
Guadeloupe,GLP,2005,23,
Guadeloupe,GLP,2006,24,
Guadeloupe,GLP,2007,29,
Guadeloupe,GLP,2008,32,
Guadeloupe,GLP,2009,36,
Guadeloupe,GLP,2011,27,
Guadeloupe,GLP,2012,31,
Guadeloupe,GLP,2013,35,
Guadeloupe,GLP,2014,21,
Guadeloupe,GLP,2015,39,
Guadeloupe,GLP,2016,23,
Guadeloupe,GLP,2023,,North America
Guam,GUM,2000,2,
Guam,GUM,2001,8,
Guam,GUM,2002,2,
Guam,GUM,2003,8,
Guam,GUM,2004,9,
Guam,GUM,2005,7,
Guam,GUM,2006,11,
Guam,GUM,2007,1,
Guam,GUM,2008,1,
Guam,GUM,2009,5,
Guam,GUM,2010,3,
Guam,GUM,2011,4,
Guam,GUM,2019,7,
Guam,GUM,2023,,Oceania
Guatemala,GTM,1992,2669,
Guatemala,GTM,1993,3231,
Guatemala,GTM,1994,3239,
Guatemala,GTM,1995,3260,
Guatemala,GTM,1996,3619,
Guatemala,GTM,1997,3998,
Guatemala,GTM,1998,3310,
Guatemala,GTM,1999,2655,
Guatemala,GTM,2000,2904,
Guatemala,GTM,2001,3230,
Guatemala,GTM,2002,3631,
Guatemala,GTM,2003,4237,
Guatemala,GTM,2004,4507,
Guatemala,GTM,2005,5338,
Guatemala,GTM,2006,5885,
Guatemala,GTM,2007,5781,
Guatemala,GTM,2008,6292,
Guatemala,GTM,2009,6498,
Guatemala,GTM,2010,5960,
Guatemala,GTM,2011,5681,
Guatemala,GTM,2012,5155,
Guatemala,GTM,2013,5155,
Guatemala,GTM,2014,5253,
Guatemala,GTM,2017,5435,
Guatemala,GTM,2018,4869,
Guatemala,GTM,2019,4437,
Guatemala,GTM,2020,3157,
Guatemala,GTM,2021,3563,
Guatemala,GTM,2022,3935,
Guatemala,GTM,2023,4235,North America
Guernsey,GGY,2023,,Europe
Guinea,GIN,2023,,Africa
Guinea-Bissau,GNB,2016,64,
Guinea-Bissau,GNB,2017,21,
Guinea-Bissau,GNB,2023,,Africa
Guyana,GUY,1990,90,
Guyana,GUY,1991,192,
Guyana,GUY,1992,105,
Guyana,GUY,1993,117,
Guyana,GUY,1994,108,
Guyana,GUY,1995,109,
Guyana,GUY,1996,88,
Guyana,GUY,1997,87,
Guyana,GUY,1998,113,
Guyana,GUY,1999,91,
Guyana,GUY,2000,76,
Guyana,GUY,2001,80,
Guyana,GUY,2002,143,
Guyana,GUY,2003,209,
Guyana,GUY,2004,131,
Guyana,GUY,2005,142,
Guyana,GUY,2006,153,
Guyana,GUY,2007,115,
Guyana,GUY,2008,158,
Guyana,GUY,2009,117,
Guyana,GUY,2010,140,
Guyana,GUY,2011,130,
Guyana,GUY,2012,139,
Guyana,GUY,2013,155,
Guyana,GUY,2014,149,
Guyana,GUY,2015,149,
Guyana,GUY,2016,142,
Guyana,GUY,2017,115,
Guyana,GUY,2018,111,
Guyana,GUY,2019,136,
Guyana,GUY,2020,157,
Guyana,GUY,2021,131,
Guyana,GUY,2022,131,
Guyana,GUY,2023,158,South America
Haiti,HTI,2007,486,
Haiti,HTI,2008,498,
Haiti,HTI,2009,598,
Haiti,HTI,2010,677,
Haiti,HTI,2011,914,
Haiti,HTI,2012,1033,
Haiti,HTI,2013,1039,
Haiti,HTI,2014,980,
Haiti,HTI,2015,1071,
Haiti,HTI,2016,1028,
Haiti,HTI,2018,743,
Haiti,HTI,2020,1280,
Haiti,HTI,2021,1615,
Haiti,HTI,2022,2183,
Haiti,HTI,2023,4789,North America
Honduras,HND,1990,495.5328,
Honduras,HND,1991,703.7932,
Honduras,HND,1992,955.10614,
Honduras,HND,1993,1252.5227,
Honduras,HND,1994,1682.4454,
Honduras,HND,1995,1534,
Honduras,HND,1999,2563,
Honduras,HND,2000,3176,
Honduras,HND,2001,3488,
Honduras,HND,2002,3623,
Honduras,HND,2003,4073,
Honduras,HND,2004,3639,
Honduras,HND,2005,3212,
Honduras,HND,2006,3118,
Honduras,HND,2007,3588,
Honduras,HND,2008,4455,
Honduras,HND,2009,5280,
Honduras,HND,2010,6236,
Honduras,HND,2011,7104,
Honduras,HND,2012,7172,
Honduras,HND,2013,6431,
Honduras,HND,2014,5891,
Honduras,HND,2015,5148,
Honduras,HND,2016,5150,
Honduras,HND,2017,3864,
Honduras,HND,2018,3709,
Honduras,HND,2019,4078,
Honduras,HND,2020,3613,
Honduras,HND,2021,3931,
Honduras,HND,2022,3659,
Honduras,HND,2023,3347,North America
Hong Kong,HKG,1990,137,
Hong Kong,HKG,1991,92,
Hong Kong,HKG,1992,108,
Hong Kong,HKG,1993,86,
Hong Kong,HKG,1994,96,
Hong Kong,HKG,1995,73,
Hong Kong,HKG,1996,77,
Hong Kong,HKG,1997,102,
Hong Kong,HKG,1998,64,
Hong Kong,HKG,1999,63,
Hong Kong,HKG,2000,43,
Hong Kong,HKG,2001,66,
Hong Kong,HKG,2002,69,
Hong Kong,HKG,2003,52,
Hong Kong,HKG,2004,45,
Hong Kong,HKG,2005,34,
Hong Kong,HKG,2006,35,
Hong Kong,HKG,2007,18,
Hong Kong,HKG,2008,36,
Hong Kong,HKG,2009,47,
Hong Kong,HKG,2010,35,
Hong Kong,HKG,2011,17,
Hong Kong,HKG,2012,27,
Hong Kong,HKG,2013,62,
Hong Kong,HKG,2014,27,
Hong Kong,HKG,2015,22,
Hong Kong,HKG,2016,28,
Hong Kong,HKG,2017,24,
Hong Kong,HKG,2018,48,
Hong Kong,HKG,2019,24,
Hong Kong,HKG,2020,22,
Hong Kong,HKG,2021,23,
Hong Kong,HKG,2022,30,
Hong Kong,HKG,2023,28,Asia
Hungary,HUN,1990,201,
Hungary,HUN,1991,307,
Hungary,HUN,1992,305,
Hungary,HUN,1993,298,
Hungary,HUN,1994,313,
Hungary,HUN,1995,296,
Hungary,HUN,1996,271,
Hungary,HUN,1997,289,
Hungary,HUN,1998,289,
Hungary,HUN,1999,253,
Hungary,HUN,2000,205,
Hungary,HUN,2001,254,
Hungary,HUN,2002,203,
Hungary,HUN,2003,228,
Hungary,HUN,2004,209,
Hungary,HUN,2005,164,
Hungary,HUN,2006,174,
Hungary,HUN,2007,154,
Hungary,HUN,2008,181,
Hungary,HUN,2009,139,
Hungary,HUN,2010,138,
Hungary,HUN,2011,145,
Hungary,HUN,2012,124,
Hungary,HUN,2013,154,
Hungary,HUN,2014,146,
Hungary,HUN,2015,221,
Hungary,HUN,2016,202,
Hungary,HUN,2017,160,
Hungary,HUN,2018,86,
Hungary,HUN,2019,65,
Hungary,HUN,2020,80,
Hungary,HUN,2021,75,
Hungary,HUN,2022,94,
Hungary,HUN,2023,70,Europe
Iceland,ISL,1994,0,
Iceland,ISL,1995,0,
Iceland,ISL,1996,1,
Iceland,ISL,1997,2,
Iceland,ISL,1998,0,
Iceland,ISL,1999,2,
Iceland,ISL,2000,5,
Iceland,ISL,2001,1,
Iceland,ISL,2002,4,
Iceland,ISL,2005,3,
Iceland,ISL,2006,0,
Iceland,ISL,2007,2,
Iceland,ISL,2008,0,
Iceland,ISL,2009,1,
Iceland,ISL,2010,2,
Iceland,ISL,2011,3,
Iceland,ISL,2012,1,
Iceland,ISL,2013,1,
Iceland,ISL,2014,1,
Iceland,ISL,2015,3,
Iceland,ISL,2016,1,
Iceland,ISL,2017,3,
Iceland,ISL,2018,3,
Iceland,ISL,2019,1,
Iceland,ISL,2020,5,
Iceland,ISL,2021,2,
Iceland,ISL,2022,4,
Iceland,ISL,2023,5,Europe
India,IND,1990,44162,
India,IND,1991,48574,
India,IND,1992,49688,
India,IND,1993,47947,
India,IND,1994,47458,
India,IND,1995,46386,
India,IND,1996,46912,
India,IND,1997,47418,
India,IND,1998,49292,
India,IND,1999,47781,
India,IND,2000,48167,
India,IND,2001,46420,
India,IND,2002,45736,
India,IND,2003,44331,
India,IND,2004,46490,
India,IND,2005,45095,
India,IND,2006,44961,
India,IND,2007,45362,
India,IND,2008,45999,
India,IND,2009,45824,
India,IND,2010,46460,
India,IND,2011,47640,
India,IND,2012,47478,
India,IND,2013,45878,
India,IND,2014,47356,
India,IND,2015,44373,
India,IND,2016,42320,
India,IND,2017,41832,
India,IND,2018,41651,
India,IND,2019,40976,
India,IND,2020,41171,
India,IND,2021,41330,
India,IND,2022,40130,
India,IND,2023,,Asia
Indonesia,IDN,1998,1758,
Indonesia,IDN,1999,2090,
Indonesia,IDN,2000,2204,
Indonesia,IDN,2003,1635,
Indonesia,IDN,2004,1419,
Indonesia,IDN,2022,847,
Indonesia,IDN,2023,,Asia
Iran,IRN,2009,2215,
Iran,IRN,2013,2037,
Iran,IRN,2014,1936,
Iran,IRN,2023,,Asia
Iraq,IRQ,1990,1168,
Iraq,IRQ,1991,1171,
Iraq,IRQ,1992,1397,
Iraq,IRQ,1993,1118,
Iraq,IRQ,1994,1267,
Iraq,IRQ,2008,4596,
Iraq,IRQ,2009,2554,
Iraq,IRQ,2010,2691,
Iraq,IRQ,2011,2634,
Iraq,IRQ,2012,2697,
Iraq,IRQ,2013,3339,
Iraq,IRQ,2023,,Asia
Iraq (Central Iraq),,2008,4452,
Iraq (Central Iraq),,2009,2458,
Iraq (Central Iraq),,2010,2553,
Iraq (Central Iraq),,2011,2518,
Iraq (Central Iraq),,2012,2594,
Iraq (Central Iraq),,2013,3228,
Iraq (Central Iraq),,2014,3029,
Iraq (Central Iraq),,2018,6153,
Iraq (Central Iraq),,2019,5299,
Iraq (Central Iraq),,2020,4094,
Iraq (Central Iraq),,2021,5459,
Iraq (Kurdistan Region),,2008,144,
Iraq (Kurdistan Region),,2009,96,
Iraq (Kurdistan Region),,2010,138,
Iraq (Kurdistan Region),,2011,116,
Iraq (Kurdistan Region),,2012,103,
Iraq (Kurdistan Region),,2013,111,
Ireland,IRL,1990,17,
Ireland,IRL,1991,23,
Ireland,IRL,1992,25,
Ireland,IRL,1993,23,
Ireland,IRL,1994,25,
Ireland,IRL,1995,43,
Ireland,IRL,1996,42,
Ireland,IRL,1997,38,
Ireland,IRL,1998,38,
Ireland,IRL,1999,38,
Ireland,IRL,2000,37,
Ireland,IRL,2001,52,
Ireland,IRL,2002,52,
Ireland,IRL,2003,37,
Ireland,IRL,2004,30,
Ireland,IRL,2005,52,
Ireland,IRL,2006,62,
Ireland,IRL,2007,78,
Ireland,IRL,2008,51,
Ireland,IRL,2009,53,
Ireland,IRL,2010,54,
Ireland,IRL,2011,42,
Ireland,IRL,2012,51,
Ireland,IRL,2013,47,
Ireland,IRL,2014,47,
Ireland,IRL,2015,27,
Ireland,IRL,2016,33,
Ireland,IRL,2017,38,
Ireland,IRL,2018,38,
Ireland,IRL,2019,32,
Ireland,IRL,2020,31,
Ireland,IRL,2021,22,
Ireland,IRL,2022,44,
Ireland,IRL,2023,34,Europe
Isle of Man,IMN,2011,1,
Isle of Man,IMN,2012,2,
Isle of Man,IMN,2013,2,
Isle of Man,IMN,2014,3,
Isle of Man,IMN,2015,1,
Isle of Man,IMN,2016,0,
Isle of Man,IMN,2023,,Europe
Israel,ISR,1990,147,
Israel,ISR,1991,112,
Israel,ISR,1992,149,
Israel,ISR,1993,141,
Israel,ISR,1994,140,
Israel,ISR,1995,112,
Israel,ISR,1996,117,
Israel,ISR,1997,156,
Israel,ISR,1998,147,
Israel,ISR,1999,137,
Israel,ISR,2000,154,
Israel,ISR,2001,193,
Israel,ISR,2002,208,
Israel,ISR,2003,171,
Israel,ISR,2004,159,
Israel,ISR,2005,169,
Israel,ISR,2006,153,
Israel,ISR,2007,135,
Israel,ISR,2008,120,
Israel,ISR,2009,144,
Israel,ISR,2010,150,
Israel,ISR,2011,147,
Israel,ISR,2012,128,
Israel,ISR,2013,131,
Israel,ISR,2014,129,
Israel,ISR,2015,120,
Israel,ISR,2016,110,
Israel,ISR,2017,136,
Israel,ISR,2018,124,
Israel,ISR,2019,142,
Israel,ISR,2020,147,
Israel,ISR,2021,173,
Israel,ISR,2022,148,
Israel,ISR,2023,,Asia
Italy,ITA,1990,1794,
Italy,ITA,1991,1938,
Italy,ITA,1992,1476,
Italy,ITA,1993,1071,
Italy,ITA,1994,969,
Italy,ITA,1995,1012,
Italy,ITA,1996,953,
Italy,ITA,1997,873,
Italy,ITA,1998,889,
Italy,ITA,1999,819,
Italy,ITA,2000,766,
Italy,ITA,2001,709,
Italy,ITA,2002,644,
Italy,ITA,2005,610,
Italy,ITA,2006,625,
Italy,ITA,2007,631,
Italy,ITA,2008,615,
Italy,ITA,2009,590,
Italy,ITA,2010,529,
Italy,ITA,2011,552,
Italy,ITA,2012,530,
Italy,ITA,2013,502,
Italy,ITA,2014,475,
Italy,ITA,2015,469,
Italy,ITA,2016,404,
Italy,ITA,2017,376,
Italy,ITA,2018,359,
Italy,ITA,2019,317,
Italy,ITA,2020,285,
Italy,ITA,2021,303,
Italy,ITA,2022,322,
Italy,ITA,2023,338,Europe
Jamaica,JAM,1990,544,
Jamaica,JAM,1991,566,
Jamaica,JAM,1992,632,
Jamaica,JAM,1993,657,
Jamaica,JAM,1994,692,
Jamaica,JAM,1995,780,
Jamaica,JAM,1996,925,
Jamaica,JAM,1997,1038,
Jamaica,JAM,1998,859,
Jamaica,JAM,1999,854,
Jamaica,JAM,2000,887,
Jamaica,JAM,2001,1139,
Jamaica,JAM,2002,1045,
Jamaica,JAM,2003,975,
Jamaica,JAM,2004,1471,
Jamaica,JAM,2005,1674,
Jamaica,JAM,2006,1340,
Jamaica,JAM,2007,1584,
Jamaica,JAM,2008,1619,
Jamaica,JAM,2009,1683,
Jamaica,JAM,2010,1447,
Jamaica,JAM,2011,1133,
Jamaica,JAM,2012,1102,
Jamaica,JAM,2013,1202,
Jamaica,JAM,2014,1005,
Jamaica,JAM,2015,1209,
Jamaica,JAM,2016,1354,
Jamaica,JAM,2017,1647,
Jamaica,JAM,2018,1289,
Jamaica,JAM,2019,1340,
Jamaica,JAM,2020,1333,
Jamaica,JAM,2021,1474,
Jamaica,JAM,2022,1508,
Jamaica,JAM,2023,1400,North America
Japan,JPN,1990,676,
Japan,JPN,1991,639,
Japan,JPN,1992,673,
Japan,JPN,1993,715,
Japan,JPN,1994,751,
Japan,JPN,1995,724,
Japan,JPN,1996,652,
Japan,JPN,1997,710,
Japan,JPN,1998,775,
Japan,JPN,1999,736,
Japan,JPN,2000,678,
Japan,JPN,2001,697,
Japan,JPN,2002,662,
Japan,JPN,2003,697,
Japan,JPN,2004,699,
Japan,JPN,2005,643,
Japan,JPN,2006,619,
Japan,JPN,2007,574,
Japan,JPN,2008,654,
Japan,JPN,2009,506,
Japan,JPN,2010,465,
Japan,JPN,2011,442,
Japan,JPN,2012,429,
Japan,JPN,2013,370,
Japan,JPN,2014,395,
Japan,JPN,2015,363,
Japan,JPN,2016,362,
Japan,JPN,2017,306,
Japan,JPN,2018,334,
Japan,JPN,2019,319,
Japan,JPN,2020,318,
Japan,JPN,2021,285,
Japan,JPN,2022,289,
Japan,JPN,2023,285,Asia
Jersey,JEY,2023,,Europe
Jordan,JOR,1990,120,
Jordan,JOR,1991,121,
Jordan,JOR,1992,141,
Jordan,JOR,1993,165,
Jordan,JOR,1994,197,
Jordan,JOR,1995,35,
Jordan,JOR,1996,45,
Jordan,JOR,1997,42,
Jordan,JOR,2007,112,
Jordan,JOR,2008,120,
Jordan,JOR,2009,102,
Jordan,JOR,2010,128,
Jordan,JOR,2011,142,
Jordan,JOR,2012,168,
Jordan,JOR,2013,164,
Jordan,JOR,2014,183,
Jordan,JOR,2015,169,
Jordan,JOR,2016,148,
Jordan,JOR,2017,133,
Jordan,JOR,2018,94,
Jordan,JOR,2019,122,
Jordan,JOR,2020,108,
Jordan,JOR,2021,114,
Jordan,JOR,2022,126,
Jordan,JOR,2023,113,Asia
Kazakhstan,KAZ,1990,1475,
Kazakhstan,KAZ,1991,1512,
Kazakhstan,KAZ,1992,1880,
Kazakhstan,KAZ,1993,2586,
Kazakhstan,KAZ,1994,2549,
Kazakhstan,KAZ,1995,2447,
Kazakhstan,KAZ,1996,2625,
Kazakhstan,KAZ,1997,2581,
Kazakhstan,KAZ,1998,2531,
Kazakhstan,KAZ,1999,2374,
Kazakhstan,KAZ,2000,2325,
Kazakhstan,KAZ,2001,2160,
Kazakhstan,KAZ,2002,1967,
Kazakhstan,KAZ,2003,1991,
Kazakhstan,KAZ,2004,2091,
Kazakhstan,KAZ,2008,1807,
Kazakhstan,KAZ,2009,1771,
Kazakhstan,KAZ,2010,1387,
Kazakhstan,KAZ,2011,1420,
Kazakhstan,KAZ,2012,1266,
Kazakhstan,KAZ,2013,1120,
Kazakhstan,KAZ,2014,904,
Kazakhstan,KAZ,2015,853,
Kazakhstan,KAZ,2017,915,
Kazakhstan,KAZ,2020,606,
Kazakhstan,KAZ,2021,562,
Kazakhstan,KAZ,2022,511,
Kazakhstan,KAZ,2023,,Asia
Kenya,KEN,2004,1199.7,
Kenya,KEN,2005,1083.6,
Kenya,KEN,2006,1105.96,
Kenya,KEN,2007,1101.66,
Kenya,KEN,2008,1215.18,
Kenya,KEN,2009,1907.48,
Kenya,KEN,2010,1926,
Kenya,KEN,2011,2271,
Kenya,KEN,2012,2374,
Kenya,KEN,2014,2305,
Kenya,KEN,2015,2261,
Kenya,KEN,2016,2363,
Kenya,KEN,2017,2466,
Kenya,KEN,2018,1569,
Kenya,KEN,2019,1576,
Kenya,KEN,2020,1859,
Kenya,KEN,2021,2796,
Kenya,KEN,2022,2643,
Kenya,KEN,2023,,Africa
Kingdom of Bavaria,,2023,,Europe
Kingdom of Sardinia,,2023,,Europe
Kingdom of Saxony,,2023,,Europe
Kingdom of Wurttemberg,,2023,,Europe
Kingdom of the Two Sicilies,,2023,,Europe
Kiribati,KIR,1991,0,
Kiribati,KIR,1992,0,
Kiribati,KIR,1993,0,
Kiribati,KIR,1994,0,
Kiribati,KIR,1995,0,
Kiribati,KIR,1996,1,
Kiribati,KIR,1997,0,
Kiribati,KIR,1998,0,
Kiribati,KIR,1999,0,
Kiribati,KIR,2000,3,
Kiribati,KIR,2001,4,
Kiribati,KIR,2008,7,
Kiribati,KIR,2009,1,
Kiribati,KIR,2010,4,
Kiribati,KIR,2011,11,
Kiribati,KIR,2012,8,
Kiribati,KIR,2023,,Oceania
Korea (former),OWID_KRU,2023,,Asia
Kosovo,OWID_KOS,2008,113,
Kosovo,OWID_KOS,2009,73,
Kosovo,OWID_KOS,2010,106,
Kosovo,OWID_KOS,2011,62,
Kosovo,OWID_KOS,2012,90,
Kosovo,OWID_KOS,2013,41,
Kosovo,OWID_KOS,2014,55,
Kosovo,OWID_KOS,2015,42,
Kosovo,OWID_KOS,2016,38,
Kosovo,OWID_KOS,2017,48,
Kosovo,OWID_KOS,2018,44,
Kosovo,OWID_KOS,2019,24,
Kosovo,OWID_KOS,2020,37,
Kosovo,OWID_KOS,2021,33,
Kosovo,OWID_KOS,2023,,Europe
Kuwait,KWT,1996,16,
Kuwait,KWT,2001,39,
Kuwait,KWT,2002,23,
Kuwait,KWT,2003,29,
Kuwait,KWT,2004,43,
Kuwait,KWT,2005,41,
Kuwait,KWT,2006,45,
Kuwait,KWT,2007,59,
Kuwait,KWT,2008,38,
Kuwait,KWT,2009,49,
Kuwait,KWT,2010,60,
Kuwait,KWT,2011,59,
Kuwait,KWT,2012,61,
Kuwait,KWT,2017,46,
Kuwait,KWT,2018,37,
Kuwait,KWT,2019,16,
Kuwait,KWT,2020,11,
Kuwait,KWT,2023,,Asia
Kyrgyzstan,KGZ,2023,,Asia
Laos,LAO,2023,,Asia
Latin America and the Caribbean (UN),,2000,114513.055,
Latin America and the Caribbean (UN),,2001,119129.52,
Latin America and the Caribbean (UN),,2002,123898.35,
Latin America and the Caribbean (UN),,2003,123812.76,
Latin America and the Caribbean (UN),,2004,116050.445,
Latin America and the Caribbean (UN),,2005,114764.66,
Latin America and the Caribbean (UN),,2006,118107.63,
Latin America and the Caribbean (UN),,2007,116112.46,
Latin America and the Caribbean (UN),,2008,126686.11,
Latin America and the Caribbean (UN),,2009,135823.66,
Latin America and the Caribbean (UN),,2010,140820.64,
Latin America and the Caribbean (UN),,2011,144417.62,
Latin America and the Caribbean (UN),,2012,147074.4,
Latin America and the Caribbean (UN),,2013,144340.9,
Latin America and the Caribbean (UN),,2014,143465.28,
Latin America and the Caribbean (UN),,2015,140492.58,
Latin America and the Caribbean (UN),,2016,147534.94,
Latin America and the Caribbean (UN),,2017,151911.56,
Latin America and the Caribbean (UN),,2018,147236.47,
Latin America and the Caribbean (UN),,2019,135436.39,
Latin America and the Caribbean (UN),,2020,131528.03,
Latin America and the Caribbean (UN),,2021,132142.1,
Latin America and the Caribbean (UN),,2022,130829.41,
Latin America and the Caribbean (UN),,2023,129919.3,
Latvia,LVA,1992,259,
Latvia,LVA,1993,387,
Latvia,LVA,1994,348,
Latvia,LVA,1995,288,
Latvia,LVA,1996,268,
Latvia,LVA,1997,272,
Latvia,LVA,1998,250,
Latvia,LVA,1999,229,
Latvia,LVA,2000,238,
Latvia,LVA,2001,219,
Latvia,LVA,2002,214,
Latvia,LVA,2012,70,
Latvia,LVA,2013,50,
Latvia,LVA,2014,64,
Latvia,LVA,2015,67,
Latvia,LVA,2016,69,
Latvia,LVA,2017,81,
Latvia,LVA,2018,84,
Latvia,LVA,2019,65,
Latvia,LVA,2020,70,
Latvia,LVA,2021,57,
Latvia,LVA,2022,67,
Latvia,LVA,2023,47,Europe
Lebanon,LBN,2008,183,
Lebanon,LBN,2009,145,
Lebanon,LBN,2010,163,
Lebanon,LBN,2011,168,
Lebanon,LBN,2012,194,
Lebanon,LBN,2013,236,
Lebanon,LBN,2014,240,
Lebanon,LBN,2015,231,
Lebanon,LBN,2016,235,
Lebanon,LBN,2017,246,
Lebanon,LBN,2018,172,
Lebanon,LBN,2019,182,
Lebanon,LBN,2020,128,
Lebanon,LBN,2023,,Asia
Lesotho,LSO,1990,519,
Lesotho,LSO,1991,549,
Lesotho,LSO,1992,640,
Lesotho,LSO,1993,665,
Lesotho,LSO,1994,833,
Lesotho,LSO,2007,895,
Lesotho,LSO,2008,752,
Lesotho,LSO,2023,,Africa
Liberia,LBR,2007,100,
Liberia,LBR,2008,177,
Liberia,LBR,2009,145,
Liberia,LBR,2010,129,
Liberia,LBR,2011,161,
Liberia,LBR,2012,135,
Liberia,LBR,2023,,Africa
Libya,LBY,2023,,Africa
Liechtenstein,LIE,1994,0,
Liechtenstein,LIE,1995,0,
Liechtenstein,LIE,1996,0,
Liechtenstein,LIE,1997,0,
Liechtenstein,LIE,1998,0,
Liechtenstein,LIE,1999,1,
Liechtenstein,LIE,2000,0,
Liechtenstein,LIE,2001,0,
Liechtenstein,LIE,2002,0,
Liechtenstein,LIE,2003,0,
Liechtenstein,LIE,2004,1,
Liechtenstein,LIE,2007,0,
Liechtenstein,LIE,2008,1,
Liechtenstein,LIE,2009,0,
Liechtenstein,LIE,2010,1,
Liechtenstein,LIE,2011,0,
Liechtenstein,LIE,2012,0,
Liechtenstein,LIE,2013,0,
Liechtenstein,LIE,2014,1,
Liechtenstein,LIE,2015,0,
Liechtenstein,LIE,2016,0,
Liechtenstein,LIE,2017,1,
Liechtenstein,LIE,2018,1,
Liechtenstein,LIE,2019,1,
Liechtenstein,LIE,2020,1,
Liechtenstein,LIE,2021,2,
Liechtenstein,LIE,2023,,Europe
Lithuania,LTU,1990,180,
Lithuania,LTU,1991,214,
Lithuania,LTU,1992,266,
Lithuania,LTU,1993,416,
Lithuania,LTU,1994,465,
Lithuania,LTU,1995,502,
Lithuania,LTU,1996,405,
Lithuania,LTU,1997,391,
Lithuania,LTU,1998,311,
Lithuania,LTU,1999,309,
Lithuania,LTU,2000,370,
Lithuania,LTU,2001,353,
Lithuania,LTU,2002,293,
Lithuania,LTU,2004,343,
Lithuania,LTU,2005,372,
Lithuania,LTU,2006,288,
Lithuania,LTU,2007,277,
Lithuania,LTU,2008,298,
Lithuania,LTU,2009,252,
Lithuania,LTU,2010,219,
Lithuania,LTU,2011,211,
Lithuania,LTU,2012,202,
Lithuania,LTU,2013,198,
Lithuania,LTU,2014,159,
Lithuania,LTU,2015,172,
Lithuania,LTU,2016,153,
Lithuania,LTU,2017,100,
Lithuania,LTU,2018,92,
Lithuania,LTU,2019,94,
Lithuania,LTU,2020,101,
Lithuania,LTU,2021,72,
Lithuania,LTU,2022,67,
